id,image_name,class_id,species_id,breed_id,label
0,Abyssinian_100.jpg,1,1,1,Abyssinian
1,Abyssinian_101.jpg,1,1,1,Abyssinian
2,Abyssinian_102.jpg,1,1,1,Abyssinian
3,Abyssinian_103.jpg,1,1,1,Abyssinian
4,Abyssinian_104.jpg,1,1,1,Abyssinian
5,Abyssinian_105.jpg,1,1,1,Abyssinian
6,Abyssinian_106.jpg,1,1,1,Abyssinian
7,Abyssinian_107.jpg,1,1,1,Abyssinian
8,Abyssinian_108.jpg,1,1,1,Abyssinian
9,Abyssinian_109.jpg,1,1,1,Abyssinian
10,Abyssinian_10.jpg,1,1,1,Abyssinian
11,Abyssinian_110.jpg,1,1,1,Abyssinian
12,Abyssinian_111.jpg,1,1,1,Abyssinian
13,Abyssinian_112.jpg,1,1,1,Abyssinian
14,Abyssinian_113.jpg,1,1,1,Abyssinian
15,Abyssinian_114.jpg,1,1,1,Abyssinian
16,Abyssinian_115.jpg,1,1,1,Abyssinian
17,Abyssinian_116.jpg,1,1,1,Abyssinian
18,Abyssinian_117.jpg,1,1,1,Abyssinian
19,Abyssinian_118.jpg,1,1,1,Abyssinian
20,Abyssinian_119.jpg,1,1,1,Abyssinian
21,Abyssinian_11.jpg,1,1,1,Abyssinian
22,Abyssinian_120.jpg,1,1,1,Abyssinian
23,Abyssinian_121.jpg,1,1,1,Abyssinian
24,Abyssinian_122.jpg,1,1,1,Abyssinian
25,Abyssinian_123.jpg,1,1,1,Abyssinian
26,Abyssinian_124.jpg,1,1,1,Abyssinian
27,Abyssinian_125.jpg,1,1,1,Abyssinian
28,Abyssinian_126.jpg,1,1,1,Abyssinian
29,Abyssinian_127.jpg,1,1,1,Abyssinian
30,Abyssinian_128.jpg,1,1,1,Abyssinian
31,Abyssinian_129.jpg,1,1,1,Abyssinian
32,Abyssinian_12.jpg,1,1,1,Abyssinian
33,Abyssinian_130.jpg,1,1,1,Abyssinian
34,Abyssinian_131.jpg,1,1,1,Abyssinian
35,Abyssinian_132.jpg,1,1,1,Abyssinian
36,Abyssinian_133.jpg,1,1,1,Abyssinian
37,Abyssinian_134.jpg,1,1,1,Abyssinian
38,Abyssinian_135.jpg,1,1,1,Abyssinian
39,Abyssinian_136.jpg,1,1,1,Abyssinian
40,Abyssinian_137.jpg,1,1,1,Abyssinian
41,Abyssinian_138.jpg,1,1,1,Abyssinian
42,Abyssinian_139.jpg,1,1,1,Abyssinian
43,Abyssinian_13.jpg,1,1,1,Abyssinian
44,Abyssinian_140.jpg,1,1,1,Abyssinian
45,Abyssinian_141.jpg,1,1,1,Abyssinian
46,Abyssinian_142.jpg,1,1,1,Abyssinian
47,Abyssinian_143.jpg,1,1,1,Abyssinian
48,Abyssinian_144.jpg,1,1,1,Abyssinian
49,Abyssinian_145.jpg,1,1,1,Abyssinian
50,american_bulldog_100.jpg,2,2,1,American Bulldog
51,american_bulldog_101.jpg,2,2,1,American Bulldog
52,american_bulldog_102.jpg,2,2,1,American Bulldog
53,american_bulldog_103.jpg,2,2,1,American Bulldog
54,american_bulldog_104.jpg,2,2,1,American Bulldog
55,american_bulldog_105.jpg,2,2,1,American Bulldog
56,american_bulldog_106.jpg,2,2,1,American Bulldog
57,american_bulldog_107.jpg,2,2,1,American Bulldog
58,american_bulldog_108.jpg,2,2,1,American Bulldog
59,american_bulldog_109.jpg,2,2,1,American Bulldog
60,american_bulldog_10.jpg,2,2,1,American Bulldog
61,american_bulldog_110.jpg,2,2,1,American Bulldog
62,american_bulldog_111.jpg,2,2,1,American Bulldog
63,american_bulldog_112.jpg,2,2,1,American Bulldog
64,american_bulldog_113.jpg,2,2,1,American Bulldog
65,american_bulldog_114.jpg,2,2,1,American Bulldog
66,american_bulldog_115.jpg,2,2,1,American Bulldog
67,american_bulldog_116.jpg,2,2,1,American Bulldog
68,american_bulldog_117.jpg,2,2,1,American Bulldog
69,american_bulldog_118.jpg,2,2,1,American Bulldog
70,american_bulldog_119.jpg,2,2,1,American Bulldog
71,american_bulldog_11.jpg,2,2,1,American Bulldog
72,american_bulldog_120.jpg,2,2,1,American Bulldog
73,american_bulldog_121.jpg,2,2,1,American Bulldog
74,american_bulldog_122.jpg,2,2,1,American Bulldog
75,american_bulldog_123.jpg,2,2,1,American Bulldog
76,american_bulldog_124.jpg,2,2,1,American Bulldog
77,american_bulldog_125.jpg,2,2,1,American Bulldog
78,american_bulldog_126.jpg,2,2,1,American Bulldog
79,american_bulldog_127.jpg,2,2,1,American Bulldog
80,american_bulldog_128.jpg,2,2,1,American Bulldog
81,american_bulldog_129.jpg,2,2,1,American Bulldog
82,american_bulldog_12.jpg,2,2,1,American Bulldog
83,american_bulldog_130.jpg,2,2,1,American Bulldog
84,american_bulldog_131.jpg,2,2,1,American Bulldog
85,american_bulldog_132.jpg,2,2,1,American Bulldog
86,american_bulldog_133.jpg,2,2,1,American Bulldog
87,american_bulldog_134.jpg,2,2,1,American Bulldog
88,american_bulldog_135.jpg,2,2,1,American Bulldog
89,american_bulldog_136.jpg,2,2,1,American Bulldog
90,american_bulldog_137.jpg,2,2,1,American Bulldog
91,american_bulldog_138.jpg,2,2,1,American Bulldog
92,american_bulldog_139.jpg,2,2,1,American Bulldog
93,american_bulldog_13.jpg,2,2,1,American Bulldog
94,american_bulldog_140.jpg,2,2,1,American Bulldog
95,american_bulldog_141.jpg,2,2,1,American Bulldog
96,american_bulldog_142.jpg,2,2,1,American Bulldog
97,american_bulldog_143.jpg,2,2,1,American Bulldog
98,american_bulldog_144.jpg,2,2,1,American Bulldog
99,american_bulldog_146.jpg,2,2,1,American Bulldog
100,american_pit_bull_terrier_100.jpg,3,2,2,American Pit Bull Terrier
101,american_pit_bull_terrier_101.jpg,3,2,2,American Pit Bull Terrier
102,american_pit_bull_terrier_102.jpg,3,2,2,American Pit Bull Terrier
103,american_pit_bull_terrier_103.jpg,3,2,2,American Pit Bull Terrier
104,american_pit_bull_terrier_104.jpg,3,2,2,American Pit Bull Terrier
105,american_pit_bull_terrier_105.jpg,3,2,2,American Pit Bull Terrier
106,american_pit_bull_terrier_106.jpg,3,2,2,American Pit Bull Terrier
107,american_pit_bull_terrier_107.jpg,3,2,2,American Pit Bull Terrier
108,american_pit_bull_terrier_108.jpg,3,2,2,American Pit Bull Terrier
109,american_pit_bull_terrier_109.jpg,3,2,2,American Pit Bull Terrier
110,american_pit_bull_terrier_10.jpg,3,2,2,American Pit Bull Terrier
111,american_pit_bull_terrier_110.jpg,3,2,2,American Pit Bull Terrier
112,american_pit_bull_terrier_111.jpg,3,2,2,American Pit Bull Terrier
113,american_pit_bull_terrier_112.jpg,3,2,2,American Pit Bull Terrier
114,american_pit_bull_terrier_113.jpg,3,2,2,American Pit Bull Terrier
115,american_pit_bull_terrier_114.jpg,3,2,2,American Pit Bull Terrier
116,american_pit_bull_terrier_115.jpg,3,2,2,American Pit Bull Terrier
117,american_pit_bull_terrier_116.jpg,3,2,2,American Pit Bull Terrier
118,american_pit_bull_terrier_117.jpg,3,2,2,American Pit Bull Terrier
119,american_pit_bull_terrier_118.jpg,3,2,2,American Pit Bull Terrier
120,american_pit_bull_terrier_119.jpg,3,2,2,American Pit Bull Terrier
121,american_pit_bull_terrier_11.jpg,3,2,2,American Pit Bull Terrier
122,american_pit_bull_terrier_120.jpg,3,2,2,American Pit Bull Terrier
123,american_pit_bull_terrier_121.jpg,3,2,2,American Pit Bull Terrier
124,american_pit_bull_terrier_122.jpg,3,2,2,American Pit Bull Terrier
125,american_pit_bull_terrier_123.jpg,3,2,2,American Pit Bull Terrier
126,american_pit_bull_terrier_124.jpg,3,2,2,American Pit Bull Terrier
127,american_pit_bull_terrier_125.jpg,3,2,2,American Pit Bull Terrier
128,american_pit_bull_terrier_126.jpg,3,2,2,American Pit Bull Terrier
129,american_pit_bull_terrier_127.jpg,3,2,2,American Pit Bull Terrier
130,american_pit_bull_terrier_128.jpg,3,2,2,American Pit Bull Terrier
131,american_pit_bull_terrier_129.jpg,3,2,2,American Pit Bull Terrier
132,american_pit_bull_terrier_12.jpg,3,2,2,American Pit Bull Terrier
133,american_pit_bull_terrier_130.jpg,3,2,2,American Pit Bull Terrier
134,american_pit_bull_terrier_131.jpg,3,2,2,American Pit Bull Terrier
135,american_pit_bull_terrier_132.jpg,3,2,2,American Pit Bull Terrier
136,american_pit_bull_terrier_133.jpg,3,2,2,American Pit Bull Terrier
137,american_pit_bull_terrier_134.jpg,3,2,2,American Pit Bull Terrier
138,american_pit_bull_terrier_135.jpg,3,2,2,American Pit Bull Terrier
139,american_pit_bull_terrier_136.jpg,3,2,2,American Pit Bull Terrier
140,american_pit_bull_terrier_137.jpg,3,2,2,American Pit Bull Terrier
141,american_pit_bull_terrier_138.jpg,3,2,2,American Pit Bull Terrier
142,american_pit_bull_terrier_139.jpg,3,2,2,American Pit Bull Terrier
143,american_pit_bull_terrier_13.jpg,3,2,2,American Pit Bull Terrier
144,american_pit_bull_terrier_140.jpg,3,2,2,American Pit Bull Terrier
145,american_pit_bull_terrier_141.jpg,3,2,2,American Pit Bull Terrier
146,american_pit_bull_terrier_142.jpg,3,2,2,American Pit Bull Terrier
147,american_pit_bull_terrier_143.jpg,3,2,2,American Pit Bull Terrier
148,american_pit_bull_terrier_144.jpg,3,2,2,American Pit Bull Terrier
149,american_pit_bull_terrier_145.jpg,3,2,2,American Pit Bull Terrier
150,basset_hound_100.jpg,4,2,3,Basset Hound
151,basset_hound_101.jpg,4,2,3,Basset Hound
152,basset_hound_102.jpg,4,2,3,Basset Hound
153,basset_hound_103.jpg,4,2,3,Basset Hound
154,basset_hound_104.jpg,4,2,3,Basset Hound
155,basset_hound_105.jpg,4,2,3,Basset Hound
156,basset_hound_106.jpg,4,2,3,Basset Hound
157,basset_hound_107.jpg,4,2,3,Basset Hound
158,basset_hound_108.jpg,4,2,3,Basset Hound
159,basset_hound_109.jpg,4,2,3,Basset Hound
160,basset_hound_10.jpg,4,2,3,Basset Hound
161,basset_hound_110.jpg,4,2,3,Basset Hound
162,basset_hound_111.jpg,4,2,3,Basset Hound
163,basset_hound_112.jpg,4,2,3,Basset Hound
164,basset_hound_113.jpg,4,2,3,Basset Hound
165,basset_hound_114.jpg,4,2,3,Basset Hound
166,basset_hound_115.jpg,4,2,3,Basset Hound
167,basset_hound_116.jpg,4,2,3,Basset Hound
168,basset_hound_117.jpg,4,2,3,Basset Hound
169,basset_hound_118.jpg,4,2,3,Basset Hound
170,basset_hound_119.jpg,4,2,3,Basset Hound
171,basset_hound_11.jpg,4,2,3,Basset Hound
172,basset_hound_120.jpg,4,2,3,Basset Hound
173,basset_hound_121.jpg,4,2,3,Basset Hound
174,basset_hound_122.jpg,4,2,3,Basset Hound
175,basset_hound_123.jpg,4,2,3,Basset Hound
176,basset_hound_124.jpg,4,2,3,Basset Hound
177,basset_hound_125.jpg,4,2,3,Basset Hound
178,basset_hound_126.jpg,4,2,3,Basset Hound
179,basset_hound_127.jpg,4,2,3,Basset Hound
180,basset_hound_128.jpg,4,2,3,Basset Hound
181,basset_hound_129.jpg,4,2,3,Basset Hound
182,basset_hound_12.jpg,4,2,3,Basset Hound
183,basset_hound_130.jpg,4,2,3,Basset Hound
184,basset_hound_131.jpg,4,2,3,Basset Hound
185,basset_hound_132.jpg,4,2,3,Basset Hound
186,basset_hound_133.jpg,4,2,3,Basset Hound
187,basset_hound_134.jpg,4,2,3,Basset Hound
188,basset_hound_135.jpg,4,2,3,Basset Hound
189,basset_hound_136.jpg,4,2,3,Basset Hound
190,basset_hound_137.jpg,4,2,3,Basset Hound
191,basset_hound_138.jpg,4,2,3,Basset Hound
192,basset_hound_139.jpg,4,2,3,Basset Hound
193,basset_hound_13.jpg,4,2,3,Basset Hound
194,basset_hound_140.jpg,4,2,3,Basset Hound
195,basset_hound_141.jpg,4,2,3,Basset Hound
196,basset_hound_142.jpg,4,2,3,Basset Hound
197,basset_hound_143.jpg,4,2,3,Basset Hound
198,basset_hound_144.jpg,4,2,3,Basset Hound
199,basset_hound_145.jpg,4,2,3,Basset Hound
200,beagle_100.jpg,5,2,4,Beagle
201,beagle_101.jpg,5,2,4,Beagle
202,beagle_102.jpg,5,2,4,Beagle
203,beagle_103.jpg,5,2,4,Beagle
204,beagle_104.jpg,5,2,4,Beagle
205,beagle_105.jpg,5,2,4,Beagle
206,beagle_107.jpg,5,2,4,Beagle
207,beagle_108.jpg,5,2,4,Beagle
208,beagle_109.jpg,5,2,4,Beagle
209,beagle_10.jpg,5,2,4,Beagle
210,beagle_110.jpg,5,2,4,Beagle
211,beagle_111.jpg,5,2,4,Beagle
212,beagle_112.jpg,5,2,4,Beagle
213,beagle_113.jpg,5,2,4,Beagle
214,beagle_114.jpg,5,2,4,Beagle
215,beagle_115.jpg,5,2,4,Beagle
216,beagle_116.jpg,5,2,4,Beagle
217,beagle_117.jpg,5,2,4,Beagle
218,beagle_118.jpg,5,2,4,Beagle
219,beagle_119.jpg,5,2,4,Beagle
220,beagle_120.jpg,5,2,4,Beagle
221,beagle_121.jpg,5,2,4,Beagle
222,beagle_122.jpg,5,2,4,Beagle
223,beagle_123.jpg,5,2,4,Beagle
224,beagle_124.jpg,5,2,4,Beagle
225,beagle_125.jpg,5,2,4,Beagle
226,beagle_126.jpg,5,2,4,Beagle
227,beagle_127.jpg,5,2,4,Beagle
228,beagle_128.jpg,5,2,4,Beagle
229,beagle_129.jpg,5,2,4,Beagle
230,beagle_12.jpg,5,2,4,Beagle
231,beagle_130.jpg,5,2,4,Beagle
232,beagle_131.jpg,5,2,4,Beagle
233,beagle_133.jpg,5,2,4,Beagle
234,beagle_134.jpg,5,2,4,Beagle
235,beagle_135.jpg,5,2,4,Beagle
236,beagle_136.jpg,5,2,4,Beagle
237,beagle_137.jpg,5,2,4,Beagle
238,beagle_138.jpg,5,2,4,Beagle
239,beagle_139.jpg,5,2,4,Beagle
240,beagle_13.jpg,5,2,4,Beagle
241,beagle_140.jpg,5,2,4,Beagle
242,beagle_141.jpg,5,2,4,Beagle
243,beagle_142.jpg,5,2,4,Beagle
244,beagle_143.jpg,5,2,4,Beagle
245,beagle_144.jpg,5,2,4,Beagle
246,beagle_145.jpg,5,2,4,Beagle
247,beagle_146.jpg,5,2,4,Beagle
248,beagle_147.jpg,5,2,4,Beagle
249,beagle_148.jpg,5,2,4,Beagle
250,Bengal_100.jpg,6,1,2,Bengal
251,Bengal_101.jpg,6,1,2,Bengal
252,Bengal_102.jpg,6,1,2,Bengal
253,Bengal_103.jpg,6,1,2,Bengal
254,Bengal_104.jpg,6,1,2,Bengal
255,Bengal_105.jpg,6,1,2,Bengal
256,Bengal_106.jpg,6,1,2,Bengal
257,Bengal_107.jpg,6,1,2,Bengal
258,Bengal_108.jpg,6,1,2,Bengal
259,Bengal_109.jpg,6,1,2,Bengal
260,Bengal_10.jpg,6,1,2,Bengal
261,Bengal_110.jpg,6,1,2,Bengal
262,Bengal_111.jpg,6,1,2,Bengal
263,Bengal_112.jpg,6,1,2,Bengal
264,Bengal_113.jpg,6,1,2,Bengal
265,Bengal_114.jpg,6,1,2,Bengal
266,Bengal_115.jpg,6,1,2,Bengal
267,Bengal_116.jpg,6,1,2,Bengal
268,Bengal_117.jpg,6,1,2,Bengal
269,Bengal_118.jpg,6,1,2,Bengal
